Name,Unnamed: 1,Unnamed: 2,Age,Lev,Tm, ,Opp,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,GSc,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,Date
MacKenzie Gore,gl,box,24,Maj-NL,Washington,,San Francisco,1,1,,,5.0,4,0,0,2,8,0,0,65,18,1,0,0,1,0,0,0,0,20,90,62%,13%,21%,50%,30%,10%,2023-07-23
Aaron Nola,gl,box,30,Maj-NL,Philadelphia,@,Cleveland,1,,,,7.0,6,3,3,0,7,2,0,60,26,0,0,0,0,0,0,0,0,27,85,73%,14%,15%,45%,25%,0%,2023-07-23
Ty Blach,gl,box,32,Maj-NL,Colorado,@,Miami,1,,,,3.0,2,0,0,0,2,0,0,57,10,1,0,0,1,0,0,0,0,10,41,78%,27%,7%,25%,38%,13%,2023-07-23
Bryce Elder,gl,box,24,Maj-NL,Atlanta,@,Milwaukee,1,,,,6.0,4,2,2,2,2,1,0,56,20,0,0,0,1,1,0,0,0,23,105,63%,17%,5%,53%,11%,5%,2023-07-23
Jameson Taillon,gl,box,31,Maj-NL,Chicago,,St. Louis,1,1,,,5.2,7,1,1,1,6,0,0,56,24,1,0,0,1,0,0,0,0,25,109,69%,17%,10%,67%,22%,6%,2023-07-23
Joe Musgrove,gl,box,30,Maj-NL,San Diego,@,Detroit,1,,1,,6.0,7,3,3,1,6,2,0,51,23,0,0,0,1,0,0,1,0,24,92,65%,18%,10%,53%,24%,0%,2023-07-23
Scott Alexander,gl,box,33,Maj-NL,San Francisco,@,Washington,1,,1,,0.2,2,2,2,0,0,0,0,40,4,0,0,0,0,0,1,0,0,4,16,63%,19%,0%,50%,50%,0%,2023-07-23
Jordan Montgomery,gl,box,30,Maj-NL,St. Louis,@,Chicago,1,,1,,6.0,6,7,5,2,4,1,1,38,24,3,0,0,0,1,1,0,0,28,98,62%,15%,10%,33%,29%,14%,2023-07-23
José Ruiz,gl,box,28,Maj-NL,Arizona,@,Cincinnati,1,,,,1.2,5,3,3,0,1,2,0,34,9,0,0,0,0,0,0,1,0,9,28,61%,18%,4%,50%,25%,0%,2023-07-23
Luke Weaver,gl,box,29,Maj-NL,Cincinnati,,Arizona,1,,,,4.0,8,3,3,2,1,1,1,33,19,1,0,0,0,0,0,0,0,22,79,54%,18%,6%,33%,33%,6%,2023-07-23
Mitch Keller,gl,box,27,Maj-NL,Pittsburgh,@,Los Angeles,1,,1,,5.0,9,6,6,1,7,3,0,31,23,2,0,0,0,1,0,0,0,25,101,62%,12%,15%,35%,29%,0%,2023-07-23
Carlos Carrasco,gl,box,36,Maj-NL,New York,@,Boston,1,,1,,2.1,10,5,5,2,2,0,0,17,15,2,0,0,0,0,1,0,0,17,58,62%,12%,7%,69%,31%,0%,2023-07-23
Emmet Sheehan,gl,box,23,Maj-NL,Los Angeles,@,Texas,1,,1,,3.2,8,8,8,5,4,0,0,12,19,3,0,0,0,0,1,0,0,24,90,66%,11%,12%,20%,47%,13%,2023-07-23
Tarik Skubal,gl,box,26,Maj-AL,Detroit,,San Francisco,1,1,,,5.0,2,0,0,0,9,0,0,72,17,0,0,0,0,0,0,0,0,17,82,73%,18%,13%,50%,13%,13%,2023-07-24
Luis Castillo,gl,box,30,Maj-AL,Seattle,@,Minnesota,1,,,,7.0,4,2,2,2,9,0,0,68,23,0,1,0,0,0,0,0,1,25,104,63%,11%,16%,21%,29%,7%,2023-07-24
Dean Kremer,gl,box,27,Maj-AL,Baltimore,@,Philadelphia,1,,,,7.0,3,1,1,2,3,0,0,68,23,0,0,0,0,1,1,0,0,26,95,64%,17%,8%,57%,19%,5%,2023-07-24
Kenta Maeda,gl,box,35,Maj-AL,Minnesota,,Seattle,1,,,,6.1,6,1,1,2,8,1,0,63,24,2,0,0,1,0,1,0,0,26,98,59%,19%,15%,31%,6%,13%,2023-07-24
Ryan Yarbrough,gl,box,31,Maj-AL,Kansas City,@,Cleveland,1,1,,,6.0,6,1,1,0,1,0,0,57,24,2,0,0,0,0,0,1,1,24,99,68%,14%,6%,48%,17%,9%,2023-07-24
Logan Allen,gl,box,24,Maj-AL,Cleveland,,Kansas City,1,,1,,7.0,7,5,4,0,5,2,0,50,29,2,0,0,0,0,0,0,0,29,84,75%,23%,8%,25%,38%,8%,2023-07-24
José Berríos,gl,box,29,Maj-AL,Toronto,@,Los Angeles,1,,,,5.0,5,2,2,4,3,1,0,48,19,1,0,0,1,0,0,0,0,23,94,55%,16%,6%,38%,13%,6%,2023-07-24
Brandon Bielak,gl,box,27,Maj-AL,Houston,,Texas,1,,,,4.2,6,6,3,4,5,2,0,35,20,0,0,0,0,0,1,1,0,24,102,58%,13%,10%,47%,7%,7%,2023-07-24
Jon Gray,gl,box,31,Maj-AL,Texas,@,Houston,1,,,,5.0,7,6,6,3,6,0,0,32,20,2,0,0,0,2,0,0,0,25,82,62%,11%,16%,44%,19%,0%,2023-07-24
Cristopher Sánchez,gl,box,26,Maj-NL,Philadelphia,,Baltimore,1,,,,7.0,4,2,2,0,8,2,0,69,26,0,0,0,1,0,0,0,0,26,92,73%,18%,11%,56%,17%,6%,2023-07-24
Colin Rea,gl,box,32,Maj-NL,Milwaukee,,Cincinnati,1,,,,6.0,5,2,2,1,5,1,0,58,22,0,0,0,1,0,1,0,0,23,91,69%,16%,7%,35%,24%,6%,2023-07-24
Jake Bird,gl,box,27,Maj-NL,Colorado,@,Washington,1,,,,2.0,1,0,0,0,0,0,0,54,7,1,0,0,0,0,0,0,0,7,28,64%,21%,11%,57%,29%,0%,2023-07-24
Graham Ashcraft,gl,box,25,Maj-NL,Cincinnati,@,Milwaukee,1,,,,5.1,5,2,2,4,8,1,0,54,19,1,0,0,2,0,1,1,0,23,110,65%,20%,10%,45%,18%,0%,2023-07-24
Adam Wainwright,gl,box,41,Maj-NL,St. Louis,@,Arizona,1,,,,5.0,4,2,2,2,3,0,0,52,18,0,0,0,0,1,0,0,0,21,76,62%,21%,7%,44%,31%,0%,2023-07-24
Michael Grove,gl,box,26,Maj-NL,Los Angeles,,Toronto,1,,,,4.2,8,2,2,0,6,0,0,46,20,1,0,0,1,0,0,1,1,20,68,71%,10%,22%,50%,29%,7%,2023-07-24
Quinn Priester,gl,box,22,Maj-NL,Pittsburgh,@,San Diego,1,1,,,5.1,4,4,4,3,4,2,0,45,20,1,0,0,0,0,0,0,0,23,89,56%,21%,4%,50%,13%,13%,2023-07-24
Ross Stripling,gl,box,33,Maj-NL,San Francisco,@,Detroit,1,,1,,6.0,10,3,3,0,3,0,0,43,27,1,0,0,0,0,0,1,0,27,87,70%,21%,13%,50%,42%,0%,2023-07-24
Ryne Nelson,gl,box,25,Maj-NL,Arizona,,St. Louis,1,,,,6.0,8,5,5,3,1,2,0,34,23,1,0,0,2,1,0,0,0,27,87,64%,14%,7%,39%,9%,13%,2023-07-24
Patrick Corbin,gl,box,33,Maj-NL,Washington,,Colorado,1,,1,,6.1,10,6,5,2,5,1,0,34,25,1,0,0,1,0,1,0,0,27,94,60%,11%,12%,45%,15%,10%,2023-07-24
Yu Darvish,gl,box,36,Maj-NL,San Diego,,Pittsburgh,1,,1,,4.1,8,7,7,3,3,4,0,19,20,1,0,0,0,0,1,0,0,23,85,55%,15%,9%,18%,41%,6%,2023-07-24
Tyler Glasnow,gl,box,29,Maj-AL,Tampa Bay,,Miami,1,1,,,7.0,2,1,1,2,8,0,0,75,22,0,0,0,0,0,0,1,0,24,97,70%,15%,16%,71%,14%,0%,2023-07-25
Aaron Civale,gl,box,28,Maj-AL,Cleveland,,Kansas City,1,1,,,8.0,5,1,1,2,5,0,0,71,27,0,0,0,2,0,1,0,0,29,93,65%,18%,8%,50%,9%,14%,2023-07-25
J.P. France,gl,box,28,Maj-AL,Houston,,Texas,1,1,,,7.0,5,1,0,2,3,0,0,66,24,0,0,0,3,0,0,0,0,26,84,62%,19%,4%,29%,29%,0%,2023-07-25
Pablo López,gl,box,27,Maj-AL,Minnesota,,Seattle,1,,,,7.0,6,2,2,1,8,2,0,64,26,2,0,0,1,0,0,0,0,27,94,67%,18%,12%,44%,28%,0%,2023-07-25
Kyle Gibson,gl,box,35,Maj-AL,Baltimore,@,Philadelphia,1,,,,6.0,4,2,2,0,5,1,0,61,22,1,0,0,0,0,0,0,0,22,92,61%,13%,11%,47%,24%,12%,2023-07-25
Griffin Canning,gl,box,27,Maj-AL,Los Angeles,@,Detroit,1,,,,5.0,7,2,2,0,8,1,0,53,22,1,0,0,0,0,0,0,0,22,93,67%,19%,15%,36%,29%,0%,2023-07-25
Tayler Scott,gl,box,31,Maj-AL,Oakland,@,San Francisco,1,,,,1.0,1,0,0,0,2,0,0,53,4,1,0,0,0,0,0,0,0,4,12,83%,33%,17%,50%,0%,0%,2023-07-25
Chris Bassitt,gl,box,34,Maj-AL,Toronto,@,Los Angeles,1,,,,5.0,4,2,2,4,6,1,0,53,18,1,0,0,0,1,1,0,0,23,105,64%,17%,7%,38%,31%,8%,2023-07-25
Yerry Rodríguez,gl,box,25,Maj-AL,Texas,@,Houston,1,,1,,2.0,2,2,2,1,3,0,0,46,7,1,0,0,0,1,0,0,0,9,44,57%,18%,9%,0%,60%,0%,2023-07-25
John Schreiber,gl,box,29,Maj-AL,Boston,,Atlanta,1,,,,1.0,2,1,1,1,0,0,1,44,4,0,0,0,0,0,0,0,0,6,24,50%,21%,4%,25%,50%,0%,2023-07-25
Zack Greinke,gl,box,39,Maj-AL,Kansas City,@,Cleveland,1,,1,,5.0,4,4,4,0,1,2,0,44,19,1,0,0,0,0,0,0,0,19,71,63%,20%,4%,44%,28%,0%,2023-07-25
Domingo Germán,gl,box,30,Maj-AL,New York,,New York,1,,1,,6.0,7,6,6,1,9,3,0,42,25,3,0,0,0,0,1,0,0,26,91,69%,14%,16%,31%,19%,13%,2023-07-25
George Kirby,gl,box,25,Maj-AL,Seattle,@,Minnesota,1,,,,4.0,7,5,5,1,9,1,0,36,19,1,2,0,0,0,0,0,0,20,89,70%,15%,11%,50%,20%,10%,2023-07-25
Michael Kopech,gl,box,27,Maj-AL,Chicago,,Chicago,1,,1,,5.0,9,5,4,1,5,3,0,35,23,0,0,0,1,1,4,0,0,25,102,65%,24%,9%,37%,11%,5%,2023-07-25
Eduardo Rodriguez,gl,box,30,Maj-AL,Detroit,,Los Angeles,1,,,,4.2,7,4,4,3,3,0,0,34,20,2,0,0,1,1,1,0,0,24,90,61%,17%,8%,39%,44%,6%,2023-07-25
Alex Cobb,gl,box,35,Maj-NL,San Francisco,,Oakland,1,,,,6.0,3,0,0,1,9,0,1,74,21,1,0,0,0,0,1,0,0,23,95,58%,17%,15%,67%,33%,0%,2023-07-25
Justin Verlander,gl,box,40,Maj-NL,New York,@,New York,1,1,,,6.0,2,0,0,4,6,0,0,70,20,0,0,0,1,0,1,0,0,24,98,64%,24%,13%,36%,21%,14%,2023-07-25
Steven Matz,gl,box,32,Maj-NL,St. Louis,@,Arizona,1,,,,6.0,5,0,0,1,6,0,0,67,23,2,0,0,0,0,0,0,0,24,93,62%,14%,14%,29%,24%,6%,2023-07-25
Andrew Abbott,gl,box,24,Maj-NL,Cincinnati,@,Milwaukee,1,1,,,6.0,7,0,0,1,9,0,0,66,23,1,0,0,0,0,0,1,1,24,113,69%,18%,12%,57%,36%,7%,2023-07-25
Blake Snell,gl,box,30,Maj-NL,San Diego,,Pittsburgh,1,1,,,6.0,2,1,1,5,4,0,0,63,20,1,0,0,0,0,0,0,0,25,102,53%,15%,8%,63%,13%,6%,2023-07-25
Merrill Kelly,gl,box,34,Maj-NL,Arizona,,St. Louis,1,,,,6.0,4,1,1,2,5,0,0,63,23,1,0,0,0,0,2,0,0,25,86,66%,14%,10%,44%,11%,11%,2023-07-25
Corbin Burnes,gl,box,28,Maj-NL,Milwaukee,,Cincinnati,1,,1,,6.0,3,2,2,1,6,0,1,63,21,0,0,0,0,0,0,0,0,23,93,63%,22%,11%,67%,7%,0%,2023-07-25
Austin Gomber,gl,box,29,Maj-NL,Colorado,@,Washington,1,,,,6.0,6,1,0,0,4,0,0,62,22,2,0,0,1,0,0,0,0,22,87,72%,16%,10%,61%,6%,6%,2023-07-25
Kyle Hendricks,gl,box,33,Maj-NL,Chicago,@,Chicago,1,1,,,6.1,4,3,3,1,4,0,0,56,22,2,0,0,0,1,0,0,0,24,87,66%,15%,10%,58%,16%,11%,2023-07-25
Taijuan Walker,gl,box,30,Maj-NL,Philadelphia,,Baltimore,1,,,,5.2,6,2,2,3,4,0,0,50,22,3,0,0,0,0,0,0,0,25,104,63%,13%,10%,39%,28%,6%,2023-07-25
Julio Urías,gl,box,26,Maj-NL,Los Angeles,,Toronto,1,,,,6.0,8,3,3,2,5,1,1,47,24,3,0,0,1,1,0,0,0,28,104,72%,20%,13%,20%,30%,15%,2023-07-25
Rich Hill,gl,box,43,Maj-NL,Pittsburgh,@,San Diego,1,,1,,4.1,7,2,2,2,3,1,0,42,20,1,0,0,0,0,3,0,0,22,83,67%,24%,5%,41%,18%,6%,2023-07-25
Trevor Williams,gl,box,31,Maj-NL,Washington,,Colorado,1,,,,6.0,9,4,4,0,3,1,0,41,25,1,0,0,1,0,0,0,0,25,93,62%,9%,10%,14%,36%,23%,2023-07-25
Edward Cabrera,gl,box,25,Maj-NL,Miami,@,Tampa Bay,1,,1,,2.0,4,3,3,2,0,0,0,34,9,1,0,0,1,0,1,0,0,11,53,57%,13%,2%,67%,11%,11%,2023-07-25
Charlie Morton,gl,box,39,Maj-NL,Atlanta,@,Boston,1,,1,,3.2,6,4,4,5,1,0,1,29,15,0,0,0,0,0,3,0,0,21,81,59%,14%,9%,57%,21%,0%,2023-07-25
Yusei Kikuchi,gl,box,32,Maj-AL,Toronto,@,Los Angeles,1,1,,,6.0,7,1,1,2,8,0,1,60,23,1,0,0,2,0,0,0,0,26,103,65%,17%,16%,40%,47%,0%,2023-07-26
Gavin Williams,gl,box,23,Maj-AL,Cleveland,,Kansas City,1,,,,4.0,3,0,0,2,5,0,0,59,15,0,0,0,0,0,0,0,0,17,87,64%,9%,17%,20%,40%,10%,2023-07-26
Carlos Rodón,gl,box,30,Maj-AL,New York,,New York,1,1,,,5.2,4,1,1,3,4,0,1,58,20,1,0,0,1,1,0,0,0,25,93,66%,15%,12%,35%,41%,0%,2023-07-26
Brayan Bello,gl,box,24,Maj-AL,Boston,,Atlanta,1,,,,6.0,4,3,3,2,4,1,1,54,21,1,0,0,2,0,0,0,0,24,92,58%,13%,11%,65%,18%,6%,2023-07-26
Andrew Heaney,gl,box,32,Maj-AL,Texas,@,Houston,1,1,,,5.0,4,3,3,3,3,1,1,47,18,1,0,0,1,0,0,0,0,22,90,62%,13%,8%,47%,13%,7%,2023-07-26
Freddy Tarnok,gl,box,24,Maj-AL,Oakland,@,San Francisco,1,,,,2.2,3,3,3,1,4,1,0,43,11,1,0,0,0,0,0,0,0,12,49,59%,12%,18%,0%,29%,0%,2023-07-26
Kyle Bradish,gl,box,26,Maj-AL,Baltimore,@,Philadelphia,1,,1,,6.2,7,5,5,2,3,1,0,41,25,2,0,0,2,0,0,0,0,27,85,66%,20%,7%,59%,14%,0%,2023-07-26
Bryce Miller,gl,box,24,Maj-AL,Seattle,@,Minnesota,1,1,,,5.2,8,6,6,0,7,4,0,36,25,2,0,0,0,0,0,0,0,25,92,65%,10%,15%,17%,22%,6%,2023-07-26
Joe Ryan,gl,box,27,Maj-AL,Minnesota,,Seattle,1,,1,,3.2,7,4,4,2,7,2,0,36,18,2,0,0,0,0,0,0,0,20,95,66%,12%,16%,18%,45%,0%,2023-07-26
Alec Marsh,gl,box,25,Maj-AL,Kansas City,@,Cleveland,1,,1,,2.2,5,4,4,4,3,1,1,31,13,0,0,0,0,0,3,0,0,18,75,56%,15%,9%,30%,40%,10%,2023-07-26
Zach Eflin,gl,box,29,Maj-AL,Tampa Bay,,Miami,1,,1,,4.0,7,5,5,1,3,0,0,30,17,3,0,1,0,1,0,0,0,20,53,74%,19%,11%,56%,19%,0%,2023-07-26
Lance Lynn,gl,box,36,Maj-AL,Chicago,,Chicago,1,,,,4.2,7,7,7,2,5,0,2,25,21,0,0,0,0,0,1,0,0,25,100,63%,13%,13%,38%,25%,0%,2023-07-26
Framber Valdez,gl,box,29,Maj-AL,Houston,,Texas,1,,1,,3.2,8,6,6,2,1,2,1,20,18,1,0,0,1,0,0,0,0,21,80,56%,16%,5%,53%,18%,6%,2023-07-26
Sandy Alcantara,gl,box,27,Maj-NL,Miami,@,Tampa Bay,1,1,,,9.0,5,1,1,1,7,0,0,79,31,1,0,0,1,0,0,0,0,32,97,76%,11%,19%,42%,33%,4%,2023-07-26
Freddy Peralta,gl,box,27,Maj-NL,Milwaukee,,Cincinnati,1,,,,6.0,4,0,0,0,13,0,0,77,21,2,0,0,1,0,0,0,0,21,89,67%,16%,25%,63%,25%,0%,2023-07-26
Seth Lugo,gl,box,33,Maj-NL,San Diego,,Pittsburgh,1,,1,,7.0,3,2,2,0,8,2,0,71,24,0,0,0,0,0,0,0,0,24,84,64%,19%,14%,44%,6%,6%,2023-07-26
Peter Lambert,gl,box,26,Maj-NL,Colorado,@,Washington,1,,,,6.0,3,1,0,1,2,0,1,65,20,0,0,0,1,0,0,0,0,22,78,67%,18%,8%,50%,22%,0%,2023-07-26
Johan Oviedo,gl,box,25,Maj-NL,Pittsburgh,@,San Diego,1,1,,,6.0,3,1,1,3,5,0,1,64,19,1,0,0,2,0,0,0,0,23,90,59%,12%,12%,64%,7%,14%,2023-07-26
Spencer Strider,gl,box,24,Maj-NL,Atlanta,@,Boston,1,,,,6.1,6,3,2,1,10,2,0,60,25,0,0,0,0,0,0,0,0,26,91,70%,21%,15%,27%,27%,13%,2023-07-26
Ryan Walker,gl,box,27,Maj-NL,San Francisco,,Oakland,1,,,,2.2,1,0,0,1,3,0,0,58,8,0,0,0,1,0,1,0,0,9,40,65%,20%,23%,80%,20%,0%,2023-07-26
Ben Lively,gl,box,31,Maj-NL,Cincinnati,@,Milwaukee,1,,1,,6.2,8,2,2,0,3,1,0,53,27,3,0,0,1,0,0,0,0,27,89,66%,19%,4%,46%,33%,0%,2023-07-26
José Quintana,gl,box,34,Maj-NL,New York,@,New York,1,,1,,6.0,6,3,2,3,5,0,0,52,22,1,0,0,1,1,0,0,0,26,94,65%,21%,12%,39%,28%,0%,2023-07-26
Jake Irvin,gl,box,26,Maj-NL,Washington,,Colorado,1,,,,6.0,6,4,4,2,7,3,0,49,24,1,0,0,0,0,0,0,0,26,105,67%,16%,11%,24%,18%,6%,2023-07-26
Ranger Suárez,gl,box,27,Maj-NL,Philadelphia,,Baltimore,1,,,,6.0,7,4,4,1,6,1,0,47,24,2,0,0,2,0,0,0,0,25,90,66%,18%,11%,44%,39%,0%,2023-07-26
Zac Gallen,gl,box,27,Maj-NL,Arizona,,St. Louis,1,,1,,6.1,7,5,5,2,8,2,0,45,25,1,0,0,0,0,0,0,0,27,102,68%,15%,13%,35%,24%,0%,2023-07-26
Jack Flaherty,gl,box,27,Maj-NL,St. Louis,@,Arizona,1,,,,5.0,8,3,3,2,4,1,0,41,22,2,1,0,0,1,1,0,0,25,95,62%,16%,9%,37%,21%,5%,2023-07-26
Tony Gonsolin,gl,box,29,Maj-NL,Los Angeles,,Toronto,1,,1,,5.0,7,5,5,3,5,1,1,35,20,1,0,0,0,1,0,0,0,25,109,60%,18%,9%,44%,19%,0%,2023-07-26
Marcus Stroman,gl,box,32,Maj-NL,Chicago,@,Chicago,1,,,,3.1,9,7,7,2,4,1,0,16,20,2,0,0,0,0,2,0,0,22,85,64%,19%,4%,63%,25%,0%,2023-07-26
Shohei Ohtani,gl,box,28,Maj-AL,Los Angeles,@,Detroit,1,1,,,9.0,1,0,0,3,8,0,0,90,26,0,0,0,2,0,0,0,0,29,111,64%,19%,9%,44%,17%,17%,2023-07-27
Tanner Bibee,gl,box,24,Maj-AL,Cleveland,@,Chicago,1,1,,,6.2,6,3,3,2,6,2,0,54,25,0,0,0,0,0,0,0,1,27,97,70%,19%,15%,26%,32%,16%,2023-07-27
Michael Lorenzen,gl,box,31,Maj-AL,Detroit,,Los Angeles,1,,1,,5.0,5,3,3,1,7,0,0,51,18,2,0,0,0,1,0,2,1,20,88,65%,7%,14%,33%,33%,0%,2023-07-27
Patrick Sandoval,gl,box,26,Maj-AL,Los Angeles,@,Detroit,1,1,,,5.0,5,2,2,2,4,0,0,51,18,0,0,0,1,0,0,0,0,20,97,68%,13%,8%,50%,36%,7%,2023-07-27
Dylan Cease,gl,box,27,Maj-AL,Chicago,,Cleveland,1,,1,,5.2,9,4,4,2,5,0,0,38,25,3,1,0,0,0,1,0,0,27,102,58%,14%,12%,35%,40%,10%,2023-07-27
Matt Manning,gl,box,25,Maj-AL,Detroit,,Los Angeles,1,,1,,5.0,7,7,7,1,5,3,0,29,23,1,1,0,0,0,0,0,0,24,87,74%,15%,14%,28%,22%,22%,2023-07-27
Josiah Gray,gl,box,25,Maj-NL,Washington,@,New York,1,,,,6.0,2,0,0,3,4,0,2,69,19,0,0,0,0,0,0,1,1,24,106,59%,22%,6%,13%,20%,40%,2023-07-27
Kodai Senga,gl,box,30,Maj-NL,New York,,Washington,1,,,,6.0,2,1,1,3,5,0,1,66,18,0,0,0,0,1,1,1,0,25,99,58%,12%,13%,47%,20%,7%,2023-07-27
Justin Steele,gl,box,27,Maj-NL,Chicago,@,St. Louis,1,1,,,6.0,5,1,1,3,4,1,0,59,22,1,0,0,1,0,0,0,0,25,92,65%,11%,13%,67%,6%,0%,2023-07-27
Miles Mikolas,gl,box,34,Maj-NL,St. Louis,,Chicago,1,,1,,0.2,0,1,1,0,1,0,1,49,2,0,0,0,0,0,0,0,0,3,14,50%,21%,14%,0%,0%,0%,2023-07-27
Gerrit Cole,gl,box,32,Maj-AL,New York,@,Baltimore,1,,,,7.0,3,0,0,0,5,0,0,76,24,0,0,0,0,0,0,0,0,24,110,67%,20%,10%,53%,26%,0%,2023-07-28
Grayson Rodriguez,gl,box,23,Maj-AL,Baltimore,,New York,1,,,,6.1,3,0,0,2,4,0,0,69,21,0,0,0,1,0,0,0,0,23,97,72%,16%,12%,47%,24%,12%,2023-07-28
Kutter Crawford,gl,box,27,Maj-AL,Boston,@,San Francisco,1,1,,,5.2,3,1,1,1,7,0,0,65,20,0,0,0,0,0,0,0,0,21,86,66%,9%,15%,15%,31%,8%,2023-07-28
Kevin Gausman,gl,box,32,Maj-AL,Toronto,,Los Angeles,1,1,,,6.0,5,1,1,3,9,1,0,64,22,1,0,0,0,0,0,1,0,25,105,68%,15%,17%,46%,31%,0%,2023-07-28
Touki Toussaint,gl,box,27,Maj-AL,Chicago,,Cleveland,1,1,,,5.0,3,0,0,1,4,0,0,64,18,0,0,0,1,0,0,0,0,19,83,63%,17%,17%,21%,43%,7%,2023-07-28
Cristian Javier,gl,box,26,Maj-AL,Houston,,Tampa Bay,1,,,,6.0,3,3,3,2,9,1,3,61,20,0,1,0,0,0,2,0,1,25,104,63%,12%,20%,18%,18%,0%,2023-07-28
JP Sears,gl,box,27,Maj-AL,Oakland,@,Colorado,1,1,,,5.0,4,1,1,1,5,1,1,59,19,0,0,0,0,0,0,0,0,21,92,60%,13%,14%,21%,36%,7%,2023-07-28
Brady Singer,gl,box,26,Maj-AL,Kansas City,,Minnesota,1,,,,5.0,4,2,2,2,10,0,2,59,20,2,0,0,0,0,2,0,0,24,104,64%,20%,16%,70%,30%,0%,2023-07-28
Sonny Gray,gl,box,33,Maj-AL,Minnesota,@,Kansas City,1,,,,6.0,5,3,3,0,5,1,0,55,22,1,1,0,0,0,0,0,1,22,80,70%,15%,13%,24%,24%,12%,2023-07-28
Logan Gilbert,gl,box,26,Maj-AL,Seattle,@,Arizona,1,1,,,6.1,9,2,2,0,5,0,0,52,28,2,0,0,0,0,0,0,0,28,93,68%,17%,6%,52%,22%,0%,2023-07-28
Xzavion Curry,gl,box,24,Maj-AL,Cleveland,@,Chicago,1,,1,,3.0,2,1,1,3,0,1,0,48,10,0,0,0,1,0,0,0,0,13,54,61%,9%,9%,20%,10%,30%,2023-07-28
Lucas Giolito,gl,box,28,Maj-AL,Los Angeles,@,Toronto,1,,1,,5.1,6,3,3,1,5,2,0,48,22,1,0,1,1,0,1,0,0,23,73,62%,23%,7%,47%,24%,12%,2023-07-28
Dane Dunning,gl,box,28,Maj-AL,Texas,@,San Diego,1,,1,,5.0,5,3,3,3,4,1,0,46,19,1,0,0,0,1,1,0,0,23,90,62%,19%,8%,44%,19%,25%,2023-07-28
Shane McClanahan,gl,box,26,Maj-AL,Tampa Bay,@,Houston,1,,,,5.0,8,3,3,0,6,1,0,45,23,0,1,0,0,0,1,0,0,23,86,66%,13%,19%,35%,24%,12%,2023-07-28
Reese Olson,gl,box,23,Maj-AL,Detroit,@,Miami,1,,,,6.0,8,4,4,0,2,1,0,42,26,2,0,0,1,0,0,0,0,26,88,67%,17%,7%,58%,29%,4%,2023-07-28
Zack Wheeler,gl,box,33,Maj-NL,Philadelphia,@,Pittsburgh,1,1,,,6.2,3,1,1,1,11,0,0,74,23,1,0,0,0,0,0,0,0,24,87,62%,16%,15%,25%,33%,17%,2023-07-28
Joe Musgrove,gl,box,30,Maj-NL,San Diego,,Texas,1,1,,,6.0,4,0,0,2,5,0,0,67,22,2,0,0,0,0,0,0,0,24,105,65%,15%,11%,53%,18%,0%,2023-07-28
Max Scherzer,gl,box,38,Maj-NL,New York,,Washington,1,1,,,7.0,6,1,1,2,7,1,0,66,26,2,0,0,0,0,0,1,0,28,103,67%,17%,12%,32%,42%,11%,2023-07-28
Braxton Garrett,gl,box,25,Maj-NL,Miami,,Detroit,1,,,,6.0,5,1,0,1,6,0,2,65,22,0,0,0,2,0,1,0,0,25,94,66%,24%,10%,69%,19%,0%,2023-07-28
Logan Webb,gl,box,26,Maj-NL,San Francisco,,Boston,1,,1,,7.1,6,3,3,0,4,1,0,58,26,2,0,0,0,0,0,1,0,27,88,72%,17%,6%,70%,13%,4%,2023-07-28
Mitch Keller,gl,box,27,Maj-NL,Pittsburgh,,Philadelphia,1,,1,,5.2,6,2,2,3,8,1,0,54,22,2,0,0,0,0,0,1,0,25,108,65%,15%,16%,43%,29%,7%,2023-07-28
Hayden Wesneski,gl,box,25,Maj-NL,Chicago,@,St. Louis,1,,,,2.0,2,1,1,1,4,1,0,51,8,0,0,0,0,0,0,0,0,9,35,69%,26%,20%,50%,25%,0%,2023-07-28
Jordan Montgomery,gl,box,30,Maj-NL,St. Louis,,Chicago,1,,1,,6.0,5,3,3,4,3,1,1,49,19,1,0,0,2,1,0,0,0,25,100,59%,20%,7%,29%,35%,0%,2023-07-28
Tommy Henry,gl,box,25,Maj-NL,Arizona,,Seattle,1,,1,,6.0,6,4,4,1,6,0,0,49,24,3,0,1,0,0,1,0,0,25,94,64%,14%,7%,28%,33%,6%,2023-07-28
Bobby Miller,gl,box,24,Maj-NL,Los Angeles,,Cincinnati,1,,1,,5.0,6,3,3,0,6,1,0,49,20,2,1,0,1,0,0,0,0,20,100,67%,20%,13%,50%,21%,7%,2023-07-28
MacKenzie Gore,gl,box,24,Maj-NL,Washington,@,New York,1,,1,,5.0,5,3,3,4,2,1,0,43,19,0,0,0,1,0,0,0,0,23,95,60%,15%,6%,33%,17%,11%,2023-07-28
Brandon Williamson,gl,box,25,Maj-NL,Cincinnati,@,Los Angeles,1,1,,,5.2,8,2,2,4,2,0,0,43,20,3,0,0,3,0,0,0,0,24,77,62%,21%,9%,33%,39%,6%,2023-07-28
